 covariance 1
h_pzmu_ptmu_databkgsub_unfold_effcorunfoldingCov
0.0000,-11815.4020,-10068.2067,187.8663,-141.4916,-393.9676,-562.0218,734.9706,-792.3763,60.2364,89.7306,-88.6489,5.0937,0.0954,-32909.1038,-53525.4633,-7661.6548,907.8141,-1208.7263,-2230.6987,-461.8992,-1016.3296,-1351.7756,-87.7712,81.0438,114.0961,-4.8619,2.6723,-20910.2375,-2208.1290,6483.8438,2345.8342,76.3277,-1178.5119,197.6771,-2529.4793,-4741.1720,-1486.7211,-1203.6605,-7.7272,44.9825,18.8032,5444.9975,5904.0785,2990.2782,1414.6962,267.9855,93.2477,386.6798,2429.1703,-287.1676,-2423.8744,-1760.9794,110.6486,149.5900,-4.8746,326.4303,190.2516,-19.7529,-68.4689,216.1010,-52.3257,-125.0674,499.3295,807.3255,623.0869,-948.4423,621.0441,-488.6478,-137.2108,-162.3153,-271.8926,-148.1337,-8.1081,-6.8838,131.0809,6.6895,94.7470,-57.2254,292.4672,-702.1131,-81.5489,-508.4821,-111.4171,-10.1559,-25.6933,-29.3060,14.5019,-16.4250,15.7581,118.9512,139.8621,-275.4086,231.3744,400.2838,-28.3204,-406.4844,91.9216,2.1207,2.4921,-2.5162,-2.6161,9.9461,-7.4958,53.3205,54.0763,74.7213,33.9995,-45.3143,141.9988,-5.7298,-67.4745,0.0260,0.3099,0.6831,-2.4565,-8.1741,-4.4255,-3.9887,6.4375,15.8388,-15.5107,30.4300,7.4974,31.7826,-7.1801,0.0000,-0.0007,-0.0979,0.5765,0.1714,-4.0607,-10.2853,-11.0473,-1.1566,14.2119,29.5007,-4.9719,-25.9897,7.1120,0.0000,0.0000,-0.0028,-0.1882,0.2729,-0.6630,0.1313,-2.5672,-4.7616,-3.1093,2.1402,2.2058,-0.2770,0.6428,0.0000,0.0000,0.0000,-0.0002,-0.0235,-0.1880,0.2365,0.3059,-0.2994,-0.2563,0.4074,0.6037,-0.0281,0.2172,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0038,-0.0070,0.0522,0.0178,0.0751,0.1614,0.0760,0.0049
-11815.4020,0.0000,11837.1622,-24061.5449,-3737.6729,1102.6369,-442.1654,-1790.3192,1967.8937,-764.0572,-595.3642,682.8604,-141.9306,-7.2973,-44241.8428,-2178.2474,-86325.6483,-23710.3919,-47.5200,-395.8999,-2010.7808,106.6516,953.7744,-891.7310,-88.4462,-744.0143,47.5793,-22.4507,4086.9982,-50886.6535,-17215.3938,2721.9880,2816.9583,6529.7275,165.6679,-3595.5725,-3417.9370,-3596.5685,-525.6540,-932.9265,21.3630,-76.8285,2896.6888,7864.6763,8728.4966,7214.5188,3012.8345,566.2359,-719.6383,-1680.2686,-652.6311,-774.6517,-772.6776,-438.4946,-224.9817,172.7788,-445.4263,1515.2611,2197.2206,1259.6500,948.2499,449.1761,278.5409,443.5779,573.0854,475.6854,617.6412,9.4905,-102.7505,-47.6289,-87.9880,-397.8882,-655.9180,-283.2827,-139.9793,52.7993,148.8324,606.9827,503.3044,-702.7979,-120.5914,14.7960,75.0437,-71.6344,11.3566,-37.0043,-109.0364,-135.2564,-122.9211,-50.7112,65.9857,217.1213,232.1701,40.6762,-84.9850,-50.2879,-61.0484,-29.6192,1.0048,6.8690,1.4516,-15.4059,-26.1434,-19.5196,66.3408,34.0288,-162.8876,34.8985,67.8788,69.9042,-36.1364,-20.3273,-0.0066,0.2526,1.7580,0.2366,-6.2570,-14.3548,19.1098,51.6296,-457.9390,-284.2447,-105.0371,62.6698,35.1351,-12.0485,0.0000,-0.0133,-0.0992,0.4274,-0.4400,-3.6226,-13.1947,11.3223,44.9070,-116.7290,-108.0958,7.7709,17.0924,6.5221,0.0000,0.0000,-0.0070,-0.1250,0.1551,-0.1589,-2.0385,-4.7892,0.5574,13.5812,9.3684,6.6257,5.9199,2.8325,0.0000,0.0000,0.0000,0.0001,-0.0380,-0.0527,0.2094,0.1892,-0.4382,-0.5368,0.1191,0.7663,0.6284,0.5402,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0019,-0.0024,0.0340,0.0045,0.0245,0.0661,0.0276,0.0213
-10068.2067,11837.1622,0.0000,41603.2322,-40851.3648,-7026.1738,-1301.7834,-164.6085,-943.3719,110.1708,-47.6105,-86.6490,4.3761,-3.7518,-2348.4531,-79583.8190,19956.2536,-109996.1329,-58187.6448,-8242.9798,2920.0992,2768.1930,-1045.1237,-2223.8330,-886.2232,-250.3706,97.2621,23.9671,3577.3382,4192.4438,-51059.6478,-33133.4519,1097.7609,10060.5107,6599.5055,1177.2248,-281.7204,6.4481,-337.4626,416.8951,-124.1941,-72.6750,-182.2641,5101.0767,6994.1351,9650.9299,10755.6273,8095.3327,4122.4610,2535.2479,960.0004,413.8276,-328.8801,-176.6284,-227.6696,-230.5354,-211.4132,-550.4081,1132.1246,2962.0456,2408.4898,1066.4935,357.2948,531.3971,902.8309,232.1072,-126.2993,-78.2819,-42.3320,-70.9493,-1.2800,-162.5521,-456.8291,-560.2777,-578.6553,-388.0911,-352.2554,-210.7893,205.3660,21.5890,245.2265,-31.7211,-128.0566,-31.0783,7.3365,15.8802,-37.9894,-140.5433,-248.6015,-277.1477,-54.4579,-83.2840,18.5565,198.0249,69.5265,163.0272,-15.0487,-23.7018,0.0013,2.9388,8.4178,2.4149,-7.1402,-24.8187,-45.3768,-39.5067,-1.0342,24.7132,41.1201,11.3284,32.9256,2.2124,-0.0105,-0.1379,0.2994,1.6401,2.3067,-0.2229,-2.2515,-1.1484,-41.9665,-131.7119,-3.8240,11.6785,7.1314,4.2940,0.0000,-0.0077,-0.1745,0.0329,2.3416,0.0730,-1.7978,-0.3012,2.2212,-11.3587,-9.6618,4.6172,4.5674,4.3907,0.0000,0.0000,-0.0024,-0.1257,-0.1865,-0.2501,-0.7326,-0.4524,-0.3393,-0.2334,-0.3998,0.8864,0.8380,1.3435,0.0000,0.0000,0.0000,0.0001,-0.0165,-0.0482,-0.0398,0.0309,0.0377,-0.0199,-0.1933,-0.1435,-0.1364,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0003,-0.0008,0.0040,0.0027,0.0053,0.0031,-0.0017,-0.0093
187.8663,-24061.5449,41603.2322,0.0000,86237.9335,-40654.3521,-21514.8721,-760.7691,-1602.6253,127.3051,119.7490,-133.8362,-43.3162,4.5733,2622.3772,-8805.2944,-118406.2539,55625.6235,-105557.5335,-85080.1157,-28793.0687,4292.4072,2831.0501,1778.7203,-992.6056,105.3271,247.4930,-48.9389,420.1808,9583.7099,1065.6146,-60729.0944,-50038.5457,-13194.4724,9710.8924,11699.4837,10042.0682,-1303.0275,-1922.7987,-290.2047,-311.2821,-18.6171,-384.5634,-111.0117,7687.9216,7545.5982,8050.5092,11282.3295,11310.2282,9304.9188,5706.0314,1988.9992,-1224.2350,-26.8168,46.8571,15.1974,-18.3886,-552.5982,-855.6412,1525.0512,4349.0055,4172.4751,2931.2910,1174.1306,617.9180,337.2926,250.1563,296.9071,140.7830,-109.4221,13.3528,11.9701,-220.2354,-569.3638,-893.0574,-758.2389,-616.6436,-298.5710,-322.3921,99.7748,226.5440,-4.4610,-57.5020,20.7604,0.9986,16.5131,28.8054,-32.1198,-167.8881,-340.1869,-396.0261,-399.2163,-191.2881,-56.4912,-8.1968,133.2715,-28.1675,-70.3080,-0.2370,-0.3323,4.6213,11.3601,15.2395,4.9407,-30.5061,-58.9474,-80.7632,-46.8726,6.6984,30.0179,34.3209,-68.3698,-0.0028,-0.2219,-0.6507,0.8398,2.3262,3.6304,5.5838,2.7155,5.0100,-32.2929,-14.2866,-7.0616,15.3736,9.6492,0.0000,-0.0001,-0.2761,0.6030,7.7444,0.4320,-0.0339,0.7991,1.0972,0.8857,-1.8089,-3.4024,-1.6887,5.7059,0.0000,0.0000,-0.0002,-0.2162,-0.0415,0.0873,-0.4352,-0.0952,-0.0975,-0.2974,-0.4198,-0.1565,-0.8255,0.7092,0.0000,0.0000,0.0000,0.0001,-0.0322,-0.1179,-0.1309,-0.0885,-0.0189,0.0233,0.0221,0.0101,-0.1424,-0.1743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0014,-0.0039,-0.0029,-0.0018,-0.0003,-0.0019,-0.0010,-0.0179
-141.4916,-3737.6729,-40851.3648,86237.9335,0.0000,136642.6245,-25994.6991,-37042.3750,-9958.6301,498.5440,-229.2473,249.1707,23.8205,3.7676,1024.7370,7153.3755,-25788.7923,-133449.4441,88012.2196,-77161.0124,-122101.7967,-58407.7006,-11530.4412,1634.9561,1468.1636,-227.3010,-215.8501,-42.8361,-283.7564,1546.3425,16212.9147,-6150.6510,-53589.8606,-65307.2006,-28110.0834,4163.3399,13641.1089,11634.6757,1869.5430,-442.2185,-171.6899,-38.1781,-76.9841,-840.8204,413.2169,8834.9942,8313.7181,7685.4764,12186.7458,17319.6890,14184.9911,7784.5646,1301.0469,-449.1141,-102.1456,-7.4904,17.2830,-85.3827,-750.9851,-897.6683,1237.5692,4222.4094,5088.8062,4977.4006,3072.4779,305.0781,-369.2397,-472.2074,-34.1102,-54.3218,3.7923,28.9122,12.0546,-243.9580,-685.5929,-911.8167,-936.6940,-904.4086,-777.7432,-381.9474,-304.4402,7.2106,84.5528,-17.7361,-0.6447,3.2691,22.9344,32.0538,-5.6238,-159.6197,-344.4837,-515.3970,-516.2833,-360.8544,-111.9514,-31.3641,52.7736,-7.5428,-0.1261,-0.8166,-0.4627,4.7809,13.0253,21.3163,16.2768,-1.7722,-44.8894,-69.3408,-48.8286,7.9168,15.7135,-1.0245,0.0008,-0.1870,-0.6425,1.1181,1.1020,0.6222,3.7921,6.3696,10.5179,1.1458,-7.9510,-8.4626,3.4789,6.3851,0.0000,-0.0018,-0.3494,1.6553,12.8705,1.0865,-0.6351,-0.0403,0.6079,1.6314,0.5018,-2.3227,-2.0008,3.0330,0.0000,0.0000,-0.0065,-0.2745,0.4225,0.8614,-0.1188,-0.2728,-0.2654,-0.1108,0.0792,-0.0616,-0.5119,0.1093,0.0000,0.0000,0.0000,-0.0008,-0.0608,-0.1652,-0.1455,-0.1313,-0.0553,-0.0333,0.0224,0.0445,-0.0209,-0.0998,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0006,-0.0032,-0.0064,-0.0046,-0.0036,-0.0025,-0.0015,0.0001,-0.0057
-393.9676,1102.6369,-7026.1738,-40654.3521,136642.6245,0.0000,188813.0914,-13564.0443,-51507.6255,-7841.3644,679.3775,-10.6550,7.6997,11.8241,199.9168,1285.2295,5598.0413,-51069.0214,-117233.5255,113462.4679,-14184.5009,-156626.9105,-85809.2151,-9230.6237,3467.8864,190.3020,-107.4377,-17.8705,-73.2191,-376.7390,5169.8092,17391.4870,-11325.2855,-55205.9477,-74354.2269,-60831.4783,-16554.0787,11773.4120,5957.0664,1604.2109,-149.9710,-137.0670,1.1272,-226.5200,-1038.9091,2061.4603,9267.3053,7992.0828,6203.7945,10265.0852,15009.5077,15526.8277,4700.5669,587.8889,-56.2295,-72.3400,5.3746,17.3415,-204.0506,-1008.8429,-962.5834,1350.5379,4560.0028,7669.1193,8006.7533,4125.0625,891.6556,-302.6646,-256.7297,-66.4268,0.1989,9.3647,38.4935,-13.7967,-294.9490,-675.7671,-917.9406,-1189.1147,-1134.9074,-720.7018,-710.1480,-60.3708,-93.0390,-2.1364,-0.3313,-0.3099,6.9920,25.0446,41.6431,-12.2036,-136.8549,-488.5424,-571.8060,-632.8220,-366.3507,-174.3521,-18.3906,19.2759,-0.0607,-0.3965,-0.9496,0.2869,4.1526,15.6685,25.1554,35.8667,19.3139,-34.6135,-67.6709,-19.4099,-4.0180,3.8548,-0.0001,-0.1342,-0.2425,0.9802,0.4997,-0.8309,0.4583,3.5311,5.4532,6.8786,3.1088,-1.3689,-0.7679,2.1425,0.0000,-0.0061,-0.2145,1.3055,7.6832,1.0605,-0.5807,-0.4203,0.0115,-0.0758,0.4965,0.1949,-0.2888,1.2384,0.0000,0.0000,-0.0114,-0.1392,0.5667,0.9933,0.1616,-0.2166,-0.2812,-0.0869,0.1015,-0.0212,-0.2117,-0.1387,0.0000,0.0000,0.0000,-0.0014,-0.0513,-0.0936,-0.0676,-0.0734,-0.0359,-0.0337,-0.0009,0.0225,0.0197,-0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0010,-0.0031,-0.0046,-0.0038,-0.0022,-0.0016,-0.0008,0.0002,0.0003
-562.0218,-442.1654,-1301.7834,-21514.8721,-25994.6991,188813.0914,0.0000,274804.7849,12657.2671,-35139.1598,-3567.6159,101.8069,708.6753,-71.9135,77.1146,367.7213,4919.7901,421.9021,-72112.5450,-94840.7096,69595.9221,-13736.6733,-120707.8412,-78118.1426,-8547.3455,2693.2804,1317.4505,-42.8283,-3.3326,-302.4017,501.9506,10026.5082,13898.3607,-20068.1545,-64176.0460,-101679.4428,-75119.4948,-9402.4248,9312.8522,3622.5698,339.0710,196.8486,3.3144,-51.1558,-642.5261,-709.0617,3660.2597,11099.7496,12805.6472,9873.5854,7959.2738,18422.7490,12351.9730,3331.6143,240.6472,-94.0736,1.5398,19.9607,-9.2476,-462.2503,-1184.7301,-902.9815,1412.0107,5678.7905,9451.6297,8087.0125,2822.0945,444.3205,120.2487,-109.9388,-0.2349,2.4832,22.9132,39.6838,-55.4806,-381.2574,-847.9539,-1474.0127,-1707.4103,-1254.3807,-765.9520,-128.3754,-228.1272,2.6866,-0.1968,-0.6760,1.0516,11.4551,35.6366,44.2847,-2.1659,-200.9874,-444.4704,-800.1799,-629.6346,-363.9158,-87.2891,-2.8269,-0.0166,-0.2543,-0.7428,-0.9803,-0.0232,7.8459,19.6458,39.5760,55.0538,21.5949,-54.1715,-49.1231,-28.8607,8.7484,0.0017,-0.0623,-0.3703,0.5560,0.2123,-1.2866,-1.0765,0.8485,4.4764,12.8629,14.1406,5.5893,-0.7600,3.9290,0.0000,0.0023,-0.2196,0.8485,8.1799,0.4920,-0.5573,-0.5420,-0.7199,-0.4853,0.8240,1.1074,0.0479,-0.1260,0.0000,0.0000,0.0001,-0.1999,0.0734,0.2851,-0.1752,-0.1933,-0.2622,-0.2627,-0.0783,0.0374,0.0382,-0.3422,0.0000,0.0000,0.0000,-0.0000,-0.0336,-0.1129,-0.1004,-0.0784,-0.0302,-0.0268,-0.0130,-0.0078,0.0977,0.1412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0014,-0.0037,-0.0019,-0.0022,-0.0014,-0.0009,-0.0005,0.0091
734.9706,-1790.3192,-164.6085,-760.7691,-37042.3750,-13564.0443,274804.7849,0.0000,354032.4223,-1923.7339,-28735.5979,-2454.9790,-70.2121,11.4838,-242.1763,-8.5208,1423.1759,8723.9982,-19485.1191,-114931.9984,-92119.8490,95832.9674,2928.4829,-122317.1341,-56846.8087,-7.5187,1527.3528,271.2629,-19.1607,21.9714,-423.1249,3404.7474,16256.0288,12063.0879,-31441.7819,-90729.0818,-110994.6498,-70121.2283,-9636.7682,6281.2947,2835.7650,128.8370,16.0826,-10.3277,-255.1116,-1064.0729,247.5769,7200.1289,14682.5583,18262.2567,12892.7258,15469.9604,14101.3740,8071.4071,2580.8777,72.5470,-0.2442,5.5637,23.9941,-144.8280,-863.8436,-1622.5535,-1227.3462,1464.2207,6967.7696,10904.0232,7124.8977,2870.2322,1101.7869,-22.2770,-0.4963,0.2706,10.2115,37.4534,37.8343,-120.0584,-505.2674,-1265.4790,-2075.2592,-2029.5870,-809.3963,-122.0147,-246.9817,-17.0257,-0.0899,-0.3960,-0.3246,3.9965,21.5106,52.6137,96.3649,-119.0130,-214.5332,-965.9473,-861.0470,-604.0943,-250.9861,-40.8141,0.0047,-0.1332,-0.4207,-0.8471,-1.5522,1.1714,17.6554,32.2621,15.9677,44.6624,-38.1183,-62.9757,-61.5078,-6.6024,0.0015,-0.0106,-0.2693,-0.0005,-0.1199,-1.1752,-2.1773,1.1463,5.4048,15.1741,26.9135,15.1912,2.3557,0.3311,0.0000,0.0040,-0.1166,0.1854,3.9104,-0.0030,-0.3850,-0.8025,-1.2360,0.5651,1.4517,1.7544,1.0273,-0.6812,0.0000,0.0000,0.0037,-0.1253,-0.1511,-0.1214,-0.2021,-0.0836,-0.2668,-0.4526,-0.2090,-0.1025,-0.0186,-0.2406,0.0000,0.0000,0.0000,0.0004,-0.0124,-0.0660,-0.0639,-0.0380,-0.0069,-0.0105,-0.0133,-0.0045,-0.0184,-0.0454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,-0.0002,-0.0017,-0.0002,-0.0009,-0.0000,0.0009,0.0006,-0.0011
-792.3763,1967.8937,-943.3719,-1602.6253,-9958.6301,-51507.6255,12657.2671,354032.4223,0.0000,174020.1737,-15011.0256,-11230.1281,-3111.9144,29.7294,-103.0487,-860.7512,645.2570,5936.0786,8499.6083,-40556.2812,-130685.7252,-45753.3151,104423.1129,-44293.9792,-73923.2704,-19063.4168,-3279.5335,-24.1240,46.3205,-88.8180,-430.5268,97.6671,7147.1522,22079.6255,7950.1769,-57355.1086,-97920.2424,-118981.4677,-45981.7582,-721.3706,3020.4537,240.4035,0.2744,51.9844,-25.1004,-626.8647,-1622.6410,1169.3705,13119.4291,20725.5343,18957.6332,10238.8215,7145.6519,9289.6638,4883.8932,632.4413,-1.8591,-0.6380,21.5144,39.0483,-275.9646,-1457.9857,-2602.6474,-2462.2212,2906.2841,12303.0174,11078.7027,6267.8920,2409.5560,192.8755,-0.1289,-1.2884,-0.1278,17.9882,76.9968,115.7141,-187.7652,-1414.0372,-2507.0498,-1712.2542,-733.7573,-95.9402,-91.2661,-20.3178,0.0303,-0.0262,-0.6337,-1.6583,3.0545,50.5212,176.9823,-44.1190,-15.8644,493.2025,-840.0498,-885.8444,-419.3328,-64.6807,0.0072,-0.0104,-0.0193,-0.3724,-3.3595,-3.8556,36.3179,23.3000,-267.4160,-73.4206,-21.9757,-146.1757,-107.7441,-24.8178,0.0005,0.0146,-0.0878,-0.2230,-0.1353,-1.6840,-4.7241,9.4980,26.0435,8.7121,-7.4366,-4.5454,-2.4369,-4.5036,0.0000,0.0023,-0.0095,-0.2365,-0.2493,-0.1190,-0.3519,-2.0338,-2.5875,6.0657,9.9634,7.4195,3.1532,-0.9847,0.0000,0.0000,0.0028,-0.0244,-0.1669,-0.2183,-0.0475,0.0781,-0.4367,-1.1196,-0.3583,0.5306,0.8418,0.1006,0.0000,0.0000,0.0000,0.0003,0.0014,-0.0096,-0.0087,0.0232,0.0356,0.0043,-0.0572,-0.0755,-0.0112,0.0623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0004,0.0001,0.0008,0.0007,0.0009,0.0002,-0.0009,0.0021
60.2364,-764.0572,110.1708,127.3051,498.5440,-7841.3644,-35139.1598,-1923.7339,174020.1737,0.0000,81599.7687,-5450.1066,-3516.1155,-289.0938,29.8370,182.3681,248.1077,836.9021,5330.2951,5707.7003,-29557.6931,-119990.4581,-78755.6499,50493.0943,132.4353,-30018.8642,-11651.4641,-565.8710,-1.8810,17.6471,-114.5162,-444.9892,353.4450,7559.8621,20191.0481,16109.2276,-32643.8586,-90473.3916,-54919.7040,-16217.3211,-3310.6550,83.4107,-1.6559,-6.8628,-4.3362,-119.7853,-716.2030,-1471.9288,482.9896,10259.5213,20714.2356,12010.7932,-212.8174,3369.9639,3670.7031,789.3294,0.0820,0.6890,6.9714,27.2285,0.4379,-292.6374,-1285.6646,-2649.0340,-1437.3472,5049.1207,8014.5960,6043.6540,2835.4676,537.9364,0.0055,-0.0273,0.6738,4.6977,28.9963,59.3705,56.2470,-240.6008,-940.4268,-1643.2741,-917.0327,-16.3707,242.8111,61.7023,0.0092,-0.1368,-0.4159,0.7941,4.8342,1.4828,-46.9152,92.5029,85.1468,-345.6462,-499.2738,-524.8380,-350.8655,-46.9587,0.0058,0.0307,-0.1928,-0.6824,3.6430,6.5617,-68.5103,-19.8532,450.7841,-10.1624,-17.5937,-23.4423,-60.2131,-29.7245,0.0000,0.0150,0.0283,-0.2832,-0.9524,2.4031,12.0406,-20.1183,-54.8965,-49.4297,-15.5156,12.3585,6.2254,-3.7947,0.0000,0.0005,0.0185,-0.1124,-0.8174,-0.8152,-0.1373,4.3768,7.5941,-5.9309,-6.7387,0.4409,1.7520,0.0884,0.0000,0.0000,0.0008,0.0097,-0.0417,-0.0823,-0.2650,-0.6010,0.1323,2.3032,1.6871,0.2524,-0.2388,0.0152,0.0000,0.0000,0.0000,0.0001,0.0114,0.0121,0.0212,-0.0038,-0.0833,-0.0840,0.0424,0.1598,-0.1905,-0.5281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0003,0.0008,0.0004,-0.0012,-0.0028,-0.0009,0.0024,-0.0252
