889.61,3387.15,5632.79,7539.40,8798.11,8239.83,8229.35,4153.66,280.08,0.00,0.00,0.00,0.00
406.04,2150.72,4636.88,7428.78,8779.32,8291.07,7353.59,4148.82,2337.56,258.21,0.00,0.00,0.00
936.10,2123.39,5166.67,8448.57,7583.12,6817.19,7674.75,5324.41,4076.64,2510.57,220.30,0.00,0.00
703.90,2133.15,4774.35,7115.73,8050.96,7963.90,6844.91,5265.83,4687.32,3938.88,1690.60,50.57,0.00
637.13,2675.68,4921.87,6897.10,8802.40,8386.13,8325.45,5971.11,5368.15,4118.59,2812.07,799.61,0.00
791.12,2885.24,5870.90,9069.70,10178.24,9282.49,8643.79,6921.13,6178.62,4506.80,3542.96,1332.05,34.28
967.57,3280.27,6746.75,8986.88,8783.68,9165.87,9491.79,7290.19,6215.28,5320.35,3491.02,1503.24,107.25
797.84,2539.11,6088.30,8737.36,10554.58,9200.68,10145.40,6920.93,5677.40,5874.74,2763.35,1187.78,70.00
561.09,2042.69,4256.78,5880.17,8334.92,8468.21,9015.31,6567.51,6647.86,6225.85,2616.10,991.63,57.87
367.36,1144.11,2311.44,3590.09,4764.66,5530.84,5890.94,6067.34,7010.79,5045.68,2400.93,738.59,37.60
302.96,704.81,1723.03,3255.17,4255.79,4417.24,5724.19,5191.65,4324.11,2670.58,1279.98,447.48,23.37
185.29,532.23,1013.63,1595.36,2487.14,2866.09,3103.45,3008.53,2234.54,1442.15,610.92,195.21,17.33
72.36,275.80,489.43,718.72,972.30,1123.80,1393.71,1319.99,910.48,654.63,349.98,101.97,11.14
17.33,55.36,98.64,156.98,197.29,229.76,318.90,275.72,192.96,132.87,95.22,42.57,5.39
