 vert 51
h_pzmu_ptmu_databkgsub_unfold_effcor BeamAngleX_0,3806.11,13320.75,26864.36,44328.90,52225.40,52921.55,62934.37,32731.62,1309.59,0.00,0.00,0.00,0.00
7012.84,24514.23,48999.72,84075.34,99160.88,101300.63,117547.08,94112.11,47439.43,2835.19,0.00,0.00,0.00
9130.52,33890.69,71928.87,111019.29,134195.82,140835.30,140344.92,131431.95,78958.85,38106.15,2666.17,0.00,0.00
10829.48,37841.64,83052.36,124519.67,158167.78,165252.24,162710.52,154284.60,93234.66,57003.33,20515.43,207.93,0.00
11352.47,41307.31,86157.47,140704.52,172007.82,191125.04,188796.76,165891.14,106971.19,68212.09,32067.60,7290.86,0.00
11409.56,44132.13,96210.21,154024.30,193258.83,201699.70,207196.53,187933.34,119074.64,75108.11,35549.95,11814.28,188.51
12507.80,49173.35,106168.66,167685.74,202585.02,219230.36,219279.80,205719.44,131662.20,79283.60,36932.34,12182.22,534.21
14752.68,52638.61,114891.15,179453.24,222157.96,233499.81,233130.13,215140.25,141035.79,78408.29,34415.64,10091.54,482.89
14371.12,49249.24,109774.41,169830.51,213520.59,214109.31,226452.37,202421.84,129896.48,72483.48,29317.18,7891.30,449.97
10548.27,37935.36,86952.43,135153.40,162009.71,176921.23,170641.66,153506.15,97380.22,49479.43,21127.12,5051.24,284.35
6165.13,22199.26,48710.56,73888.58,90095.38,99441.45,93626.25,79333.50,51074.37,25809.24,10134.41,2831.55,185.86
2652.36,10764.93,22060.62,33495.02,40798.11,9086.36,43714.67,32402.13,21848.03,13059.59,5158.75,1387.81,111.79
1115.34,4438.30,9384.85,13942.88,17720.89,18422.30,18051.38,14104.97,9444.31,5461.06,2657.63,713.04,61.87
204.41,1092.01,2223.98,3164.59,4026.58,4359.56,4420.77,3304.22,2438.49,1754.28,849.14,321.15,35.28
h_pzmu_ptmu_databkgsub_unfold_effcor BeamAngleX_1,4003.16,12867.87,26887.16,44391.22,53245.73,52059.37,62648.71,32957.67,1234.55,0.00,0.00,0.00,0.00
7034.13,24399.72,49238.99,83376.41,100249.77,101932.34,117702.02,92807.29,47674.45,2913.06,0.00,0.00,0.00
9200.17,33597.90,72103.22,111095.12,134054.88,141540.22,140958.92,131116.38,78260.60,37813.30,2724.02,0.00,0.00
10945.95,37364.56,82682.05,124766.60,158451.32,165057.35,163942.70,154185.45,92827.44,56553.52,20535.02,228.76,0.00
11649.45,40752.52,85841.50,140611.43,171341.33,192691.89,189880.08,165473.47,107310.43,67292.10,31796.50,7218.81,0.00
11720.87,43677.25,95714.26,154869.79,190952.47,203631.31,207577.12,188378.21,118682.38,74978.45,35110.01,11686.11,145.03
12653.56,49336.81,105384.94,167245.88,203760.43,218954.73,219983.13,205590.66,131156.48,79074.12,36749.63,12338.16,535.93
14605.74,53252.42,114975.00,177424.63,224060.91,234498.86,233767.03,214508.23,140259.12,77351.11,34597.26,10272.07,491.12
14053.18,49891.67,110151.47,169990.67,212698.39,216280.20,226242.39,201913.75,129518.91,71703.44,29297.64,8125.93,465.98
10397.72,38608.89,87164.26,135996.78,162522.90,176669.45,170995.26,153135.87,96556.22,49330.48,21022.32,5232.07,294.09
6142.32,22394.98,48880.51,74101.46,90613.69,99921.76,92911.07,79626.85,50383.97,25614.72,10143.54,2949.92,190.32
2624.47,10655.06,22283.45,33373.25,41035.49,9106.46,43465.06,32261.43,21776.56,13092.74,5098.55,1414.29,112.96
1113.23,4382.80,9517.77,13848.31,17704.91,18399.54,18034.48,14055.08,9365.20,5488.91,2643.42,730.03,61.70
216.86,1118.92,2189.71,3136.57,4058.96,4349.50,4398.87,3310.49,2425.87,1771.28,848.53,323.45,36.52
h_pzmu_ptmu_databkgsub_unfold_effcor BeamAngleY_0,3896.94,13143.97,26977.38,44236.24,52149.16,53015.72,62622.42,32394.35,1688.95,0.00,0.00,0.00,0.00
7094.20,24601.62,48940.34,83870.89,98430.95,103245.94,117426.74,93740.36,47334.00,2788.51,0.00,0.00,0.00
9170.29,33687.57,71928.03,110329.88,133685.23,142387.46,140149.11,131890.59,78579.91,37699.56,2596.75,0.00,0.00
10833.71,37966.97,82878.77,124026.54,157825.10,165460.17,163571.95,154464.35,93065.74,56861.16,20728.00,235.03,0.00
11577.79,41231.30,85734.41,140349.07,172173.21,191293.48,189335.39,165918.85,107607.60,67643.68,31977.43,7319.29,0.00
11470.95,44151.00,95477.79,154443.98,191060.69,202964.92,208198.36,187862.26,119381.15,75148.88,35471.04,11856.91,168.44
12614.32,49519.67,105616.18,167162.81,202948.76,218909.66,219308.97,206367.84,131298.89,79152.03,37042.21,12279.50,563.23
14787.58,52865.80,115132.62,178119.70,224269.19,232111.56,233582.50,214930.63,140605.45,78107.70,34674.64,10019.80,494.97
14306.82,49241.58,110494.46,169760.71,213112.50,214180.22,225836.65,202510.54,129522.03,72678.81,29216.06,7931.02,457.42
10452.61,38082.69,87140.90,135338.95,162332.73,176976.54,170528.03,153459.08,97032.89,49631.43,21012.28,5082.86,291.29
6195.09,22285.87,48862.96,73854.04,89808.64,99743.35,93763.83,79517.08,50585.66,25868.07,10095.93,2838.19,190.80
2707.09,10700.77,22110.55,33655.76,40726.87,9055.35,43662.97,32421.86,21687.21,13201.88,5100.44,1395.29,112.63
1155.83,4408.87,9419.09,13955.01,17830.83,18108.82,18187.26,14080.23,9383.56,5500.45,2642.74,725.78,62.39
201.44,1114.88,2219.26,3138.79,4040.20,4320.94,4366.38,3323.76,2454.25,1752.05,854.17,325.26,36.10
h_pzmu_ptmu_databkgsub_unfold_effcor BeamAngleY_1,3837.71,13123.23,26866.63,43787.69,53352.37,52619.33,62556.16,33294.04,1218.89,0.00,0.00,0.00,0.00
7024.40,24589.06,48839.99,83607.40,100934.31,101070.11,117294.15,93587.83,47648.07,2838.78,0.00,0.00,0.00
9208.86,33506.20,71995.41,111872.45,132850.55,142172.69,140596.92,130779.53,78989.71,37757.91,2578.63,0.00,0.00
10931.25,37649.72,83176.86,124329.14,157931.82,164635.04,164094.62,153858.70,93024.53,56983.91,20246.28,205.73,0.00
11561.54,41038.17,85877.36,140091.81,172396.78,192894.55,189024.19,165281.81,107139.16,67648.59,31746.37,7183.44,0.00
11734.74,44015.59,95461.83,155007.05,192002.59,202588.85,207336.54,187650.24,119416.45,74807.27,35138.73,11638.36,182.17
12497.70,49607.32,106047.29,167132.50,203844.09,217954.28,219415.72,205388.71,131704.09,79260.08,36474.87,12244.02,517.51
14583.33,53125.46,115216.88,177828.02,224201.65,233407.11,232924.78,215433.50,140111.21,78154.22,34437.77,10156.15,501.74
14204.26,49591.51,109977.06,169454.22,214004.14,215799.02,225512.90,202237.65,129749.50,71784.95,29538.83,7963.60,463.28
10423.69,38163.82,86805.88,135828.04,162641.70,176932.68,171377.60,153129.07,96846.09,49222.44,21084.62,5139.94,288.08
6120.34,22202.39,48472.08,74561.88,90597.42,99496.86,92827.22,79775.90,50760.21,25675.21,10128.73,2869.37,185.67
2615.85,10654.53,22148.40,33727.97,40946.82,9091.86,43754.68,32084.10,22016.82,12993.04,5095.71,1409.52,110.66
1098.29,4397.96,9456.76,14011.92,17785.01,18296.43,18291.94,13906.65,9485.91,5438.92,2629.91,717.30,61.11
219.76,1078.66,2245.33,3142.71,4010.14,4383.79,4460.05,3311.86,2406.03,1769.68,834.55,318.81,35.68
h_pzmu_ptmu_databkgsub_unfold_effcor Flux_0,3825.91,13222.33,26780.24,43942.17,52395.62,52559.88,62886.84,32732.42,1240.42,0.00,0.00,0.00,0.00
7033.06,24362.40,48999.02,83484.81,99427.81,101099.72,117870.23,93334.58,47168.99,2808.75,0.00,0.00,0.00
9154.12,33509.23,72090.27,111075.57,132807.93,142051.23,140438.76,131250.13,78516.65,38010.71,2607.44,0.00,0.00
10773.09,37818.56,82825.20,123846.67,157953.38,165594.56,163175.79,154425.71,92862.21,57196.54,20263.61,217.16,0.00
11343.14,41364.32,85622.23,140359.66,171935.39,191575.10,189170.47,165586.32,107117.77,67809.28,31751.67,7182.21,0.00
