 covariance 1
h_data_Emu_Ehad_unfold_effcorunfoldingCov
0.0000,19769.8457,-13983.7120,-104.2893,-536.3936,-12.7277,-46.7789,6.7767,1.5150,-0.1614,-0.0251,0.0071,78505.0709,-38541.0348,-1514.5157,-174.2589,-222.0550,155.6104,-22.1790,-1.6721,1.3830,0.1461,-0.0380,-0.0064,-26650.8856,-2822.5463,102.0227,-24.2982,35.8050,-33.9375,-4.8183,1.5291,1.1129,0.3784,-0.0280,0.0339,-1230.7399,-293.4204,34.8644,54.8834,22.4895,-3.9984,3.0638,1.1925,1.6236,-0.0174,-0.4144,-0.0630,-297.2391,158.9667,45.1294,2.9392,4.7451,-1.7483,-1.4304,3.6049,-5.9202,-0.4652,1.2509,-0.1567,146.7712,-42.0528,-8.2572,-7.5409,-3.1968,3.6947,-1.5343,-0.1731,-1.0426,0.1099,-0.3362,-0.0257,-322.2262,11.4038,13.9974,-5.6075,-0.5118,6.3674,0.5150,0.2184,0.4100,-0.1820,-0.3118,-0.0406
19769.8457,0.0000,6868.6849,-18568.7457,1271.5057,-106.4004,-21.1609,-9.2414,1.6611,0.6413,-0.0292,-0.0079,-47672.7267,14525.8625,-26117.3867,-4403.6784,285.7292,-79.2401,-15.5131,-27.7226,-1.8032,0.7611,0.0064,-0.0051,-3791.7559,-9995.2127,-2841.0291,83.0337,117.6249,21.0242,2.1134,0.9801,0.9781,0.1480,0.0171,-0.0175,-215.8123,-539.7030,-143.9951,154.2359,21.8291,9.6299,1.5897,1.6737,0.6381,0.0291,0.0908,0.0206,113.6444,-423.4349,30.0074,49.9582,9.2426,-2.0645,0.6428,-2.4263,0.5440,0.1160,-0.0308,-0.0029,2.3370,-57.7058,44.7100,22.7673,-0.3089,-0.8481,0.2022,0.4118,0.5464,-0.0703,-0.0015,-0.0067,62.4542,-128.5015,-72.7037,-3.6590,0.6762,-1.3207,0.0897,0.1226,-0.0277,0.0165,0.0030,-0.0049
-13983.7120,6868.6849,0.0000,28366.6308,-6417.7332,73.1493,-8.3544,3.2804,0.4274,-0.2212,-0.0041,-0.0052,-3191.7694,-32122.2097,22179.7111,-15574.8677,-2139.0355,202.1112,28.6814,2.4180,0.4745,-0.1795,-0.0758,0.0043,860.0526,-3339.1844,-4251.7664,-3532.5174,27.0937,70.7025,-0.6375,-0.4552,0.1700,0.0280,0.1666,0.0131,112.4201,-130.0594,-316.1003,-451.8352,60.4214,45.6550,2.0670,-0.5440,-0.6703,0.0094,0.4427,0.1057,33.2319,-16.5160,-198.4417,15.6738,0.3902,3.0358,-1.4211,0.1535,0.3925,-0.2587,-0.1108,0.0186,-0.5456,4.0568,-102.0247,-39.4118,-1.2578,0.2325,0.4762,0.0842,-0.1068,0.1958,-0.0421,0.0101,13.8091,0.0132,-94.5340,-4.7750,2.9900,-2.5699,0.3994,-0.3467,-0.0430,-0.1402,-0.0305,0.0033
-104.2893,-18568.7457,28366.6308,0.0000,3295.6430,-1457.3563,-100.3038,0.8612,-0.7720,-0.3611,0.0396,0.0023,878.5978,-3347.7703,-19202.1884,13563.7379,-4083.1852,-548.8740,56.8276,22.0085,1.1732,-0.7296,-0.0018,-0.0054,253.8985,232.9292,-2201.1931,-1807.2996,-715.7756,29.8678,47.9285,8.2433,-0.5825,-0.3864,0.0036,0.0461,35.9310,88.1576,-77.1860,-25.9409,-36.3448,31.8105,12.4171,-4.2109,-0.2753,-0.0560,-0.0940,-0.0100,1.7513,5.4456,-71.2136,-62.9764,5.0964,3.9823,1.8985,1.0538,-0.3664,-0.1462,-0.0120,0.0328,2.7569,-1.4750,-19.6802,-43.1349,7.0190,-3.0509,0.3258,-0.6318,-0.1323,0.4620,-0.0375,0.0069,0.8029,5.7462,-26.9647,-4.4197,-12.6659,1.7118,0.2350,0.2729,-0.0920,-0.1161,-0.0385,-0.0003
-536.3936,1271.5057,-6417.7332,3295.6430,0.0000,776.0197,-215.0712,18.9790,0.1539,0.0735,-0.1433,0.0028,-258.4719,194.3766,-1422.0422,-3316.4545,2031.6328,-601.2342,-181.3975,8.3795,4.9367,0.2847,-0.1080,-0.0011,36.3907,64.6765,-1.7996,-680.1758,-565.5847,-241.3126,4.6679,15.2482,2.9443,0.0049,-0.0318,-0.0046,8.3697,22.4150,33.0300,-35.5588,-25.8193,4.0674,12.5002,4.2335,-0.6646,-0.1072,0.0966,0.0191,-0.1940,6.9265,7.2822,-8.1459,-16.6056,-2.4828,2.1123,-0.1159,0.1476,0.0385,0.0065,-0.0006,0.3740,2.5096,4.2626,-3.9477,-7.8803,2.3207,0.4249,0.3930,-0.0832,-0.2161,0.0067,-0.0020,0.6233,0.7304,2.2530,-1.9670,9.3623,-2.7652,0.2744,-0.0126,-0.0055,0.0039,0.0073,-0.0006
-12.7277,-106.4004,73.1493,-1457.3563,776.0197,0.0000,154.3293,-103.5216,0.3315,1.6193,-0.2514,-0.0026,-65.3762,24.8857,90.7695,-407.0500,-454.1944,490.3164,-59.9673,-52.2770,0.7496,2.1659,0.0632,-0.0099,-9.6402,5.5534,26.6620,9.8573,-93.0402,-152.3236,-54.6639,-2.6241,2.7435,0.7998,-0.0391,-0.0212,0.8846,0.1791,8.2943,13.8194,-10.6893,-2.7474,10.0363,5.0870,0.5330,0.0043,0.0032,-0.0070,0.2107,-0.8539,2.1256,1.7383,0.9890,5.8272,-1.2413,-1.2723,-0.1252,0.0616,-0.0005,-0.0039,-0.3363,-0.5111,0.4870,0.2235,-0.0339,-2.4201,-0.6636,-0.0127,0.1665,-0.0508,-0.0082,-0.0003,-1.1788,0.0441,-0.2977,0.8362,-2.5305,0.1370,-0.5081,-0.0113,0.1139,0.0545,-0.0087,0.0021
-46.7789,-21.1609,-8.3544,-100.3038,-215.0712,154.3293,0.0000,162.3838,-7.4241,-0.4182,0.0700,-0.0106,18.5136,-16.3227,12.5493,-7.1633,-65.2107,-143.3298,147.3970,-57.7407,-25.3489,-0.0350,0.4144,0.0055,2.6824,-1.1826,-1.6981,0.5479,5.2153,-39.5255,-35.7481,-23.3411,-2.2254,1.1373,0.2266,-0.0070,0.7808,0.4490,0.1969,-0.4854,8.5606,2.6700,-3.1462,1.4133,3.0082,0.3744,0.0203,-0.0141,0.0153,-0.0625,-0.9615,-0.8080,1.5833,0.3320,-1.0248,2.5496,-0.2043,-0.2119,-0.0310,-0.0014,0.0445,0.0534,-0.0854,-0.5488,-0.3914,0.1439,0.2257,-0.1574,-0.1580,-0.0418,0.0239,0.0023,0.0502,0.0033,0.0356,-0.0471,-1.2256,-0.4995,-0.2025,-0.3983,-0.0051,-0.0054,0.0022,-0.0041
6.7767,-9.2414,3.2804,0.8612,18.9790,-103.5216,162.3838,0.0000,16.5749,-18.0403,2.8616,-0.1256,2.7502,-10.2804,0.1452,-0.7140,3.1861,-30.5107,-88.0629,61.1475,-19.3171,-8.0841,-0.2632,-0.0137,1.3127,0.0475,-0.0939,-0.6610,5.1110,5.4630,-18.7363,-11.3802,-10.3955,-0.8385,0.4397,0.0586,0.0833,0.1679,0.0098,-0.2661,1.0246,2.0108,2.2360,-1.5942,-0.1799,0.7960,0.1661,0.0004,-0.0089,0.0306,-0.1371,-0.0095,-0.1055,-0.5729,1.9956,0.0622,0.1455,0.0760,0.0154,-0.0069,-0.0001,0.0209,-0.0253,-0.0690,-0.0435,-0.1794,-0.3464,-0.0514,-0.0421,0.0275,0.0031,-0.0023,0.0060,0.0008,0.0099,-0.0264,0.0918,0.0931,-0.0562,0.0198,-0.0492,-0.0112,-0.0053,0.0003
1.5150,1.6611,0.4274,-0.7720,0.1539,0.3315,-7.4241,16.5749,0.0000,58.0083,-7.9470,-0.0223,0.1645,-2.2423,0.3444,0.0105,0.9619,2.3768,-10.4826,-13.8826,29.0996,-0.5276,-3.2153,-0.0589,0.1108,0.2390,-0.0266,-0.0192,0.1291,2.3964,0.6732,-9.6884,-7.9984,-4.6984,-0.6101,0.1527,-0.0892,0.0081,0.0073,-0.0107,-0.0599,0.3725,1.2586,0.7275,-0.7042,-0.2060,0.1628,0.1085,-0.1060,-0.0037,-0.0091,0.0265,-0.0869,-0.1058,0.2041,0.5905,0.1272,-0.1144,0.0455,0.0236,0.0115,0.0034,-0.0094,-0.0096,-0.0145,0.0230,-0.0296,-0.1706,0.3170,0.0164,-0.0553,-0.0047,0.0007,0.0017,0.0029,-0.0047,0.0272,-0.0101,-0.0162,-0.0828,0.4632,0.0322,0.0218,-0.0035
-0.1614,0.6413,-0.2212,-0.3611,0.0735,1.6193,-0.4182,-18.0403,58.0083,0.0000,17.1017,-1.5482,-0.0571,0.2658,0.0235,-0.2216,-0.1796,0.7823,1.7838,-5.4393,-20.6764,4.9840,-5.4894,-0.8157,-0.0369,0.0190,-0.0215,0.0633,-0.1212,0.0648,1.1862,0.8680,-1.5202,-3.1050,-0.7363,0.1989,0.0082,-0.0064,-0.0078,-0.0050,-0.0527,-0.0435,0.1829,0.7781,0.2225,0.0264,0.1714,0.1239,0.0125,-0.0027,-0.0012,-0.0072,-0.0128,-0.0127,-0.0276,0.0923,0.1635,0.1387,0.0422,0.0211,-0.0060,-0.0008,0.0001,-0.0015,0.0001,-0.0273,-0.0026,0.0055,-0.1323,-0.0143,-0.0132,-0.0059,-0.0007,-0.0000,-0.0005,-0.0001,0.0010,0.0010,0.0029,-0.0033,-0.1633,-0.0276,-0.0089,0.0007
